# ra,dec,mag,mag_error
129.746217,18.367112,17.4034,0.001092
129.694899,18.377934,12.5622,0.000234
129.675394,18.382027,17.7516,0.013300
129.585995,18.363602,20.9539,0.025334
129.562435,18.365820,19.4831,0.005060
129.709404,18.409253,15.8027,0.001147
129.694566,18.418213,19.2987,0.003063
129.666936,18.426174,16.9841,0.000835
129.688140,18.486216,13.7058,0.000242
130.126554,18.266712,17.7658,0.001227
130.068673,18.294508,19.2301,0.002900
130.018756,18.283397,17.2663,0.000901
130.199753,18.330466,19.9649,0.004994
130.145994,18.334312,19.0087,0.002515
130.216447,18.371388,19.1767,0.002986
130.150895,18.362359,16.0449,0.000510
130.128916,18.366206,20.9244,0.015507
130.105041,18.359684,19.1163,0.002486
130.047086,18.360079,21.3715,0.030819
129.951808,18.359194,19.8003,0.004857
130.027270,18.411359,16.7680,0.000689
130.101475,18.391581,19.3652,0.003589
130.041417,18.404883,13.8300,0.000198
130.059509,18.471658,20.8447,0.014030
130.228431,18.434250,14.7848,0.000240
130.301296,18.483191,20.9586,0.015308
130.302097,18.511762,19.9744,0.004788
130.237733,18.535738,19.8395,0.004038
130.164715,18.533746,19.1243,0.002821
129.024584,18.551924,19.3235,0.003159
129.035697,18.569566,20.6474,0.010698
128.955163,18.590021,15.4368,0.000717
129.105265,18.643160,16.3216,0.000543
129.073132,18.639209,19.7035,0.004511
129.077369,18.673824,13.4679,0.000269
129.045300,18.684124,19.8262,0.004791
129.063314,18.710611,20.0666,0.005280
129.105490,18.739791,20.9535,0.019839
128.873259,18.702971,18.0697,0.001452
128.966487,18.769288,17.1879,0.001008
129.015301,18.794038,17.3418,0.000900
128.998035,18.801287,19.6690,0.003752
129.029670,18.809546,20.9138,0.016006
129.206149,18.752171,20.6933,0.011758
129.229428,18.736159,21.0064,0.043234
129.253511,18.752577,18.2014,0.001754
129.145723,18.747195,19.8104,0.004949
129.121422,18.763495,21.6845,0.035589
129.203782,18.765028,20.0228,0.004708
129.187914,18.786212,20.1521,0.005555
129.277212,18.780027,16.4601,0.000653
129.319127,18.805081,21.2166,0.037234
129.341966,18.813698,18.4597,0.001976
129.293711,18.838592,20.3080,0.006341
129.209169,18.844648,19.0365,0.002553
129.212149,18.844413,14.5163,0.000400
129.247536,18.855406,20.8564,0.025440
129.263401,18.884723,21.6344,0.049942
129.133666,18.837246,21.0101,0.016615
129.143861,18.853621,9.6673,0.000122
129.156233,18.869177,21.0726,0.031192
129.094616,18.876846,19.6053,0.003813
129.082826,18.883176,19.3489,0.003062
129.225764,18.880075,20.3297,0.007367
129.215670,18.912136,19.2324,0.002864
129.146364,18.887931,16.4268,0.000594
129.148836,18.918792,13.9343,0.000196
129.208171,18.930637,18.2904,0.001767
128.802787,18.776034,20.3008,0.006509
128.826913,18.789767,20.5983,0.009271
128.856765,18.821269,20.4787,0.015331
128.931231,18.815010,18.9149,0.002398
128.893332,18.839591,19.9260,0.004569
128.945939,18.901740,17.1030,0.000825
128.739850,18.794837,21.1427,0.025236
128.766452,18.831568,16.9100,0.000891
128.806170,18.815496,20.0194,0.005540
128.808897,18.860620,15.7537,0.000401
128.803958,18.872523,21.0319,0.029048
128.890957,18.929804,14.5038,0.000452
128.906276,18.942589,16.9893,0.000768
128.821997,18.929100,20.7874,0.020314
128.809739,18.941962,21.9349,0.057511
128.873974,18.957498,20.0409,0.005435
128.988197,18.899964,15.6507,0.000404
129.031384,18.982434,18.7011,0.002051
129.151233,18.954631,19.5109,0.003416
129.121485,18.978632,20.3031,0.006629
129.123236,18.981583,20.9717,0.017449
129.151115,18.994397,20.6541,0.009204
129.143416,19.030645,21.1928,0.030527
129.105499,19.037804,19.4906,0.003192
129.110425,19.061169,18.7301,0.002092
128.914763,18.937062,20.7468,0.013539
128.949272,18.975755,19.4281,0.003489
128.944383,18.991256,20.5286,0.007767
128.896616,18.973805,20.6577,0.009882
129.039717,19.045500,18.5580,0.001866
129.002372,19.033068,19.8520,0.004674
129.001177,19.080529,18.9724,0.002296
128.953856,19.083961,17.5147,0.001010
129.389490,18.977470,21.5620,0.038394
129.505220,18.978288,18.7534,0.002142
129.495883,19.005773,17.9699,0.001383
129.487420,19.008984,18.1294,0.001450
129.318733,18.951818,19.9359,0.005372
129.281072,18.986397,20.6076,0.010548
129.270758,19.013082,18.1130,0.001356
129.312288,19.051053,19.1653,0.002963
129.261829,19.031345,20.0444,0.004925
129.355224,19.053905,19.9771,0.004723
129.388156,19.085096,20.3016,0.006364
129.335339,19.047879,19.2177,0.003633
129.361537,19.072718,17.9716,0.001232
129.320306,19.093988,18.7334,0.002324
129.525136,19.037634,20.8628,0.014288
129.524324,19.063596,17.9528,0.001215
129.479236,19.085078,19.5177,0.003195
129.655744,19.092979,18.7931,0.002562
129.622866,19.107620,18.1486,0.014969
130.075126,18.416932,19.4650,0.003220
130.145101,18.463544,18.5716,0.002153
130.069876,18.451770,20.5590,0.007725
130.287438,18.429386,20.8955,0.018002
130.368699,18.501530,17.3674,0.000834
130.178179,18.458448,20.4443,0.006685
130.126156,18.522996,19.2496,0.002975
130.130000,18.531185,18.8707,0.002452
130.240769,18.582712,14.8147,0.000273
129.918732,18.400567,19.3588,0.002980
129.886360,18.401267,16.3123,0.000544
129.966171,18.439277,16.0865,0.000477
129.826536,18.455228,18.5054,0.001714
129.997143,18.453825,19.5729,0.003664
129.948827,18.530880,19.6589,0.003926
129.976267,18.549728,16.5963,0.000658
129.846260,18.486408,16.1124,0.000552
129.915516,18.562608,20.2832,0.006454
129.927267,18.613048,20.0133,0.005162
130.039926,18.560742,17.0034,0.000758
130.126519,18.630210,20.2000,0.005975
130.147578,18.641111,19.5249,0.003530
130.210704,18.666669,17.3302,0.000915
129.992784,18.621892,19.7037,0.003805
129.994103,18.626838,18.5555,0.001792
130.114203,18.723363,18.3284,0.001824
130.074699,18.756888,16.1143,0.000519
130.111837,18.743838,11.7206,0.000286
129.305345,18.260924,19.5601,0.003650
129.092145,18.380038,19.4672,0.003509
129.082268,18.422409,20.1027,0.005474
129.051056,18.492081,19.6214,0.003966
129.006226,18.500362,20.9986,0.027243
128.971391,18.488738,20.5692,0.009536
128.944492,18.515885,18.9233,0.002431
128.972071,18.535854,20.2230,0.006537
128.863510,18.583136,19.3898,0.004112
128.749479,18.711163,18.6244,0.002137
128.719459,18.737892,18.4243,0.001883
129.386124,18.235506,20.8785,0.017173
129.309090,18.269542,18.1148,0.001530
129.297153,18.283423,20.1322,0.005523
129.383897,18.301060,20.0629,0.004611
129.409074,18.329003,19.2769,0.003236
129.495148,18.333638,19.4891,0.004256
129.485244,18.382239,17.5077,0.000997
129.418836,18.336276,17.5862,0.002776
129.454327,18.374765,17.0243,0.000822
129.276408,18.353195,20.3326,0.006812
129.254760,18.371722,20.8550,0.017476
129.288566,18.395419,21.0334,0.022297
129.386138,18.380692,16.0504,0.000469
129.367117,18.409197,18.0993,0.001478
129.416026,18.409965,11.6482,0.000223
129.423652,18.438769,20.3839,0.006762
129.395952,18.455604,19.1144,0.002563
129.332278,18.433761,16.9265,0.000720
129.356168,18.478145,16.5121,0.000576
129.563645,18.449864,16.7174,0.000967
129.501555,18.413146,19.7540,0.004356
129.474751,18.450115,18.7920,0.002476
129.552265,18.470042,19.4381,0.003523
129.534653,18.480012,20.0615,0.004712
129.661381,18.477853,21.1974,0.021828
129.688524,18.527860,18.9235,0.002427
129.580962,18.535680,18.8937,0.002280
129.494923,18.503210,20.9374,0.017060
129.440438,18.536574,13.8349,0.000167
129.561176,18.604538,19.7566,0.004089
129.491717,18.593041,20.6093,0.008188
129.509193,18.619499,19.2585,0.002766
129.498269,18.613687,20.2878,0.006361
129.544868,18.650831,20.8301,0.013074
129.164949,18.399980,20.6802,0.011428
129.242676,18.419712,16.2424,0.000540
129.174706,18.428556,19.6039,0.004043
129.203878,18.482980,21.6524,0.057515
129.175399,18.478949,18.1294,0.001481
129.330373,18.500944,19.8434,0.004211
129.115431,18.449862,16.4892,0.000620
129.116176,18.450506,18.0760,0.001529
129.120073,18.492661,18.1809,0.001662
129.086771,18.522136,19.8534,0.005468
129.050656,18.524131,19.0716,0.002564
129.215556,18.610995,12.1772,0.000268
129.127286,18.592942,21.0947,0.015757
129.197812,18.679931,20.7913,0.013735
129.435688,18.605705,14.3880,0.000233
129.474676,18.646087,16.6994,0.000669
130.066846,18.431088,19.1222,0.002672
130.081628,18.438080,21.0405,0.019849
130.139915,18.435360,18.4962,0.001857
130.088235,18.495212,20.5314,0.007769
130.265043,18.393934,19.3102,0.003011
130.299770,18.444936,19.0958,0.002533
130.267150,18.440707,17.2835,0.000780
130.232550,18.453876,19.6568,0.003720
130.232977,18.460639,20.1451,0.005902
130.262263,18.491324,8.6578,0.000236
130.345406,18.456340,16.2140,0.000460
130.292381,18.534309,20.6521,0.009590
130.193238,18.558867,19.5503,0.003310
130.260064,18.541612,18.9936,0.002421
130.291718,18.639124,19.7987,0.003612
130.252527,18.641733,11.5157,0.000297
129.924533,18.444959,19.7599,0.004251
129.917376,18.438029,20.9931,0.018813
129.990502,18.476063,19.1907,0.002688
130.038228,18.530057,18.6434,0.001899
130.026428,18.541544,20.8313,0.016685
129.966846,18.569681,21.3642,0.023776
129.778344,18.487583,20.7512,0.015849
129.798626,18.505723,14.2328,0.000346
129.853996,18.502262,16.0612,0.000477
129.780625,18.554055,12.3668,0.000243
129.853344,18.567846,20.3422,0.018766
129.803454,18.590048,20.2473,0.006667
129.904309,18.559912,19.1613,0.002685
129.976462,18.593461,18.0979,0.001380
129.925011,18.606168,20.9768,0.023402
129.867167,18.589078,18.2266,0.001555
129.854670,18.599102,21.3644,0.035635
129.833098,18.590698,18.6394,0.004619
129.865128,18.645902,13.8883,0.000179
130.081688,18.548927,19.5834,0.003958
130.107561,18.604717,19.7714,0.004394
130.055086,18.609548,20.3476,0.006896
130.183836,18.639023,19.5685,0.004406
130.122886,18.645699,17.2772,0.000994
130.113922,18.670652,21.0329,0.021716
130.127044,18.697443,19.5549,0.003791
130.178270,18.737699,15.7712,0.002348
129.958640,18.643713,17.9576,0.001236
129.946577,18.645551,20.9299,0.016540
129.938795,18.687903,13.7597,0.000205
129.951500,18.687159,19.1169,0.002647
129.997704,18.705333,20.0473,0.004842
129.984489,18.708877,18.8603,0.002228
130.028290,18.724484,20.7064,0.011758
130.082542,18.692904,14.3343,0.000527
130.158791,18.756328,19.2039,0.006405
130.087899,18.799391,20.8607,0.019013
130.098676,18.806124,18.9703,0.002157
129.219810,18.332416,18.1823,0.001468
129.196020,18.332605,20.7826,0.012773
129.141641,18.346027,18.0316,0.001473
129.041705,18.416271,20.7216,0.011216
129.046621,18.444574,20.3076,0.006554
128.959392,18.549799,20.0432,0.005351
128.850138,18.651522,15.9503,0.000542
128.775569,18.712744,20.3003,0.006052
128.782446,18.733223,18.9048,0.002434
128.673826,18.800820,17.0964,0.000897
128.675997,18.822137,19.4524,0.006769
129.393265,18.254829,15.8979,0.000452
129.405402,18.320050,17.1908,0.000888
129.496838,18.369676,20.2273,0.006246
129.426123,18.352374,18.6254,0.002182
129.255796,18.326005,18.1069,0.001614
129.260943,18.328642,19.4155,0.004984
129.335463,18.392786,14.7116,0.000299
129.253045,18.359706,21.1792,0.017353
129.290956,18.437981,20.8416,0.012313
129.425028,18.449824,17.0705,0.000786
129.407404,18.446117,20.5709,0.008196
129.383598,18.448778,18.2070,0.001414
129.408824,18.482823,15.6323,0.002608
129.409100,18.482427,12.7641,0.000801
129.538933,18.406230,18.9692,0.002286
129.554281,18.510066,21.1799,0.016304
129.622189,18.477035,18.3225,0.001682
129.595709,18.541713,19.1687,0.002780
129.678383,18.561695,16.5109,0.000620
129.645016,18.581548,17.2534,0.000894
129.462624,18.451828,21.0107,0.017351
129.408667,18.519311,15.4916,0.000357
129.601456,18.585002,18.0634,0.001359
129.521418,18.615981,20.3911,0.006801
129.544956,18.654442,18.2661,0.001492
129.177274,18.391245,19.8768,0.004911
130.279970,18.626704,20.5501,0.008501
130.290164,18.643686,20.2798,0.005171
130.228239,18.631933,16.1214,0.000484
129.844327,18.431238,21.3182,0.026186
129.886997,18.455967,20.1429,0.005560
129.867513,18.469267,20.6352,0.010026
129.880536,18.471428,15.6642,0.000429
130.021815,18.476905,20.8321,0.012130
130.026368,18.483774,15.4852,0.000350
129.999932,18.552937,19.7427,0.003977
129.815998,18.515908,20.3394,0.005612
129.849830,18.568755,19.0359,0.002556
129.788120,18.576219,19.9343,0.004513
129.935460,18.568803,19.8948,0.004978
129.869038,18.642682,19.0910,0.002532
130.044251,18.581747,20.5940,0.008339
130.049917,18.592954,19.2120,0.003188
130.007664,18.597851,16.2738,0.000508
130.157218,18.633397,13.7526,0.000257
130.185457,18.721876,18.4932,0.001760
130.025965,18.638755,17.6355,0.001214
129.995337,18.661076,20.3400,0.006180
129.985370,18.658100,17.1715,0.000865
129.929101,18.667065,20.2176,0.005869
129.940722,18.691327,20.9566,0.021752
129.967680,18.727650,18.1254,0.001624
129.982300,18.740884,18.8952,0.002294
130.126289,18.783268,20.5709,0.011224
130.073232,18.767726,15.6460,0.000380
129.305919,18.268280,16.8160,0.002917
129.279713,18.284727,20.6753,0.010729
129.240127,18.322370,21.0886,0.023989
129.032442,18.431673,18.0042,0.001388
129.052856,18.423158,16.2941,0.000514
129.044496,18.431053,20.1314,0.005613
129.011381,18.466189,9.7290,0.000192
129.010633,18.512283,17.2489,0.000947
128.998774,18.525662,20.9277,0.016041
128.835279,18.669599,16.3138,0.000632
128.709688,18.759714,17.4932,0.001269
129.380318,18.239213,17.1818,0.001143
129.405672,18.245858,15.7274,0.000389
129.360610,18.312044,14.8773,0.000300
129.448472,18.326375,18.8631,0.002508
129.539898,18.371559,20.3319,0.006485
129.470138,18.366480,20.7533,0.010795
129.350347,18.386191,19.8887,0.014709
129.423243,18.456168,19.3354,0.012930
129.370305,18.474236,15.1315,0.000359
129.389512,18.505003,14.6419,0.000319
129.549549,18.478299,17.7827,0.001218
129.627461,18.459338,20.6697,0.009617
129.692102,18.508741,17.4534,0.001040
129.657981,18.533009,17.0606,0.000797
129.660447,18.535711,20.1533,0.005416
129.475265,18.527740,19.1213,0.002642
129.508552,18.562073,19.9678,0.004612
129.429305,18.519630,20.0698,0.005274
129.491151,18.574802,16.0024,0.000485
129.563077,18.559611,19.0247,0.002505
129.561331,18.601206,15.4310,0.000326
129.563442,18.615042,20.5911,0.009412
129.190327,18.378432,18.8122,0.002149
129.194075,18.401173,16.9202,0.000706
129.215428,18.401301,20.4607,0.017993
129.119853,18.444003,21.0928,0.019590
129.180872,18.504279,19.1539,0.002976
129.193182,18.518945,19.2107,0.003105
129.283412,18.554471,19.7380,0.004830
129.140341,18.512078,20.0645,0.005733
129.138761,18.571146,17.2472,0.000930
129.259169,18.622414,20.2734,0.007136
129.227895,18.653480,15.7871,0.000476
129.159102,18.640101,20.6331,0.009570
129.199031,18.649069,20.4739,0.007634
129.390379,18.546040,19.0160,0.002403
129.375327,18.570207,20.1085,0.005075
129.397118,18.602882,20.4640,0.006481
129.388177,18.605891,15.2166,0.000290
129.403208,18.611241,18.5729,0.002167
129.419461,18.629927,20.8471,0.018997
129.315254,18.613434,18.9202,0.006043
129.374780,18.638899,19.9512,0.005080
129.408009,18.648381,20.5998,0.009264
129.435725,18.667694,20.7534,0.015627
129.446668,18.690005,19.1650,0.002990
129.454870,18.737672,18.7234,0.002156
129.288899,18.679775,20.5692,0.010092
129.330383,18.656757,19.2035,0.004675
130.066108,18.261275,19.0383,0.002351
130.050972,18.279153,15.1287,0.000293
130.028595,18.309704,20.1568,0.006136
130.116562,18.328160,20.8393,0.016213
130.084952,18.333072,21.1703,0.031879
130.138656,18.337350,19.4173,0.003101
130.164729,18.390783,21.0242,0.024821
130.192450,18.399272,20.9112,0.016086
129.985203,18.299424,19.0122,0.005636
129.937494,18.390948,20.6189,0.009856
129.982355,18.435128,16.7208,0.000698
130.143642,18.452205,20.9719,0.021787
130.112939,18.474345,16.8511,0.001777
130.058176,18.433577,19.3029,0.003124
130.019375,18.438283,20.6430,0.009276
130.268960,18.459943,14.5300,0.000229
130.232289,18.484353,15.8600,0.000394
130.328007,18.501657,19.8609,0.004554
130.393489,18.548557,19.9764,0.004251
130.303567,18.493473,20.7244,0.012887
130.298789,18.563608,17.0106,0.001458
130.335664,18.596145,18.1628,0.001323
130.155878,18.465327,16.7586,0.000636
130.162479,18.469580,17.6628,0.001205
130.115381,18.555620,20.3885,0.006857
130.241480,18.559666,16.7329,0.000611
130.255411,18.581015,20.3353,0.006748
130.322630,18.601876,20.6031,0.008093
130.212579,18.601683,20.3996,0.006334
130.177497,18.605589,16.1776,0.000482
130.260098,18.650546,20.7072,0.010201
129.921196,18.403336,16.2272,0.000508
129.837148,18.459255,19.9736,0.004628
129.909162,18.464375,20.3956,0.006791
130.001549,18.523565,14.4577,0.000293
129.975934,18.558247,20.6628,0.009585
129.757675,18.544635,20.8361,0.013917
129.769801,18.554910,20.4283,0.007666
129.786013,18.570086,14.9078,0.000281
129.950537,18.586830,18.4063,0.001641
129.941043,18.580799,19.3093,0.003240
130.105073,18.574797,20.8300,0.013587
130.033086,18.611650,18.4153,0.001935
130.148663,18.638290,20.3504,0.006500
130.191331,18.664692,17.5941,0.001100
130.178524,18.682240,16.8950,0.000777
130.183764,18.689667,18.7552,0.002368
130.222763,18.699181,17.5519,0.002341
130.200032,18.706791,16.5442,0.000650
130.152553,18.738312,18.7063,0.002288
130.006139,18.626394,19.3014,0.003150
130.006345,18.636806,19.3310,0.003345
129.942826,18.667541,17.0732,0.000821
129.927869,18.665467,20.5159,0.007778
129.931229,18.697000,19.2189,0.002791
129.979164,18.707206,19.4497,0.003352
129.995861,18.712858,19.9529,0.005000
130.102068,18.723568,17.4852,0.001146
130.090572,18.750818,17.4159,0.005011
129.237310,18.296169,16.6661,0.000693
129.177763,18.344631,19.3831,0.003555
129.191268,18.361464,20.7966,0.014513
129.103985,18.413710,18.0908,0.001381
129.053272,18.404829,13.9384,0.000182
129.083223,18.450907,19.3500,0.003566
129.057535,18.449802,17.2093,0.001211
128.974884,18.464313,18.8324,0.002477
128.985475,18.523402,20.1602,0.005795
128.915656,18.565310,16.3270,0.000597
128.873160,18.597338,17.5504,0.001132
128.756754,18.683804,20.9452,0.020352
129.366938,18.242394,20.4945,0.009646
129.315267,18.274113,16.2400,0.000559
129.289725,18.288035,18.0466,0.001294
129.345750,18.334777,20.6247,0.018329
129.380529,18.359325,18.4584,0.001808
129.480618,18.315130,21.0962,0.020979
129.423906,18.332045,20.4867,0.008014
129.532237,18.372136,20.6012,0.009316
129.489367,18.374451,14.3738,0.000211
129.496315,18.411724,19.6593,0.003868
129.284920,18.440834,19.6339,0.003578
129.346771,18.421016,20.9049,0.014951
129.591263,18.431316,20.8097,0.012745
129.542663,18.474849,18.6377,0.001963
129.536397,18.479327,18.1495,0.001494
129.517141,18.484433,15.1361,0.000326
129.665823,18.471526,18.8732,0.004261
129.614972,18.580117,19.4506,0.003196
130.126307,18.123699,18.6238,0.002117
130.109088,18.179874,18.7305,0.002127
130.071368,18.173095,20.4207,0.007597
130.484384,18.213248,19.5283,0.002815
130.457651,18.230832,17.7278,0.000985
130.615406,18.263503,19.8763,0.003737
130.590624,18.270523,15.7387,0.000356
130.662435,18.282334,20.8971,0.008781
130.663994,18.307042,21.2091,0.017259
130.552321,18.271356,18.8326,0.001940
130.610189,18.345378,21.6013,0.029633
130.313827,18.142222,20.1102,0.005484
130.295146,18.137241,20.2911,0.005967
